uid,stance,set,distilbert-base-uncased_because,distilbert-base-uncased_since,distilbert-base-uncased_but,distilbert-base-uncased_while,distilbert-base-uncased_although,distilbert-base-uncased_though,distilbert-base-uncased_for,distilbert-base-uncased_with,distilbert-base-uncased_so,distilbert-base-uncased_yet,distilbert-base-uncased_still,bert-base-uncased_because,bert-base-uncased_since,bert-base-uncased_but,bert-base-uncased_while,bert-base-uncased_although,bert-base-uncased_for,bert-base-uncased_though,bert-base-uncased_with,bert-base-uncased_so,bert-base-uncased_yet,bert-base-uncased_still,bert-large-uncased_because,bert-large-uncased_since,bert-large-uncased_for,bert-large-uncased_but,bert-large-uncased_while,bert-large-uncased_although,bert-large-uncased_with,bert-large-uncased_though,bert-large-uncased_so,bert-large-uncased_yet,bert-large-uncased_still,roberta-base_because,roberta-base_since,roberta-base_but,roberta-base_for,roberta-base_although,roberta-base_though,roberta-base_while,roberta-base_with,roberta-base_so,roberta-base_yet,roberta-base_still,xlm-roberta-base_because,xlm-roberta-base_since,xlm-roberta-base_although,xlm-roberta-base_while,xlm-roberta-base_but,xlm-roberta-base_for,xlm-roberta-base_though,xlm-roberta-base_with,xlm-roberta-base_so,xlm-roberta-base_still,xlm-roberta-base_yet,roberta-large_because,roberta-large_since,roberta-large_while,roberta-large_for,roberta-large_but,roberta-large_although,roberta-large_though,roberta-large_with,roberta-large_so,roberta-large_yet,roberta-large_still,xlm-roberta-large_because,xlm-roberta-large_since,xlm-roberta-large_although,xlm-roberta-large_while,xlm-roberta-large_for,xlm-roberta-large_but,xlm-roberta-large_though,xlm-roberta-large_with,xlm-roberta-large_so,xlm-roberta-large_yet,xlm-roberta-large_still
299,0,test,0.236683577299118,0.0394158400595188,0.0119433794170618,0.0185872446745634,0.0138177024200558,0.0065150582231581,0.0003799884289037,2.606485395517666e-05,0.0017382175428792,0.0002630329108797,1.83644704065955e-06,0.010388059541583,0.0018933021929115,0.0019737281836569,0.0004513158637564,0.0008125049062073,0.0002446257858537,0.000420462078182,2.531439895392396e-05,0.0123655200004577,0.0003387292963452,9.832187060965223e-06,0.1362090110778808,0.0313620306551456,0.0008963824366219,0.0061617773026227,0.0008243392221629,0.0013904403895139,7.014578295638785e-05,0.0004662222636397,0.0062401876784861,0.0002880179381463,1.0323776223231109e-05,1.373766099277418e-05,9.80789195637044e-07,8.832214371068403e-05,1.1744505457045309e-07,2.563433736213483e-05,9.337987648905257e-06,1.2949339179613162e-05,3.997900233088103e-09,8.30121791750571e-07,8.868348231771961e-06,4.5702570616867895e-08,0.2130339443683624,0.0123198144137859,0.0027582286857068,5.174512807570864e-06,3.4318934467592044e-06,5.326317591425322e-07,1.1391160796847544e-06,1.0098474234609969e-07,1.3836254765919875e-05,4.453701194506721e-07,5.2784830586460885e-06,5.288719876261894e-06,1.655690056168169e-07,4.482677468331531e-06,1.56914936155772e-07,0.0006378860562108,1.9179051378159784e-05,5.24252318427898e-05,1.3384263475302305e-08,8.520903520548018e-07,0.000264347589109,4.029323918075534e-06,0.0650499686598777,0.0217241905629634,0.0058166645467281,7.878423639340326e-05,3.930223044790182e-07,2.9016289772698656e-05,1.0308533092029393e-05,4.0322908034795546e-07,9.01442376743944e-07,5.55663746126811e-06,5.5278785993095893e-08
300,1,test,0.4535847008228302,0.0675306022167205,0.004917946178466,0.0103622591122984,0.0048328130505979,0.0043573076836764,0.000561520922929,0.0001557980722282,0.0027735787443816,4.4604017602978274e-05,5.685968176294409e-07,0.389106810092926,0.050480306148529,0.0062487670220434,0.0022226716391742,0.0019050756236538,0.000752993975766,0.000744069868233,0.0006103615742176,0.0139280343428254,3.398844273760915e-05,5.496998710441403e-06,0.5586268305778503,0.1135587319731712,0.0009186386596411,0.0005091372877359,0.0002346183900954,0.0002962511789519,2.3666110791964456e-05,0.00010095610196,0.0163533426821231,9.767103620106354e-05,6.234546617633896e-06,5.976861939416267e-05,2.075008296742453e-06,6.504195653178613e-07,8.77998544979164e-08,1.3564719836267616e-07,6.568559030029064e-08,2.832133532137959e-07,1.5473455849956963e-09,5.767752736574039e-05,6.874236646581267e-07,8.930318529110084e-08,0.1827118694782257,0.0172685403376817,0.002614390105009,4.883272595179733e-06,7.562581686215708e-06,1.8767956078136202e-07,1.7288015214944608e-06,9.248908838799252e-08,2.01967286557192e-05,1.5183630353021726e-08,1.0573757691645369e-07,0.0001053098894772,1.3643502825289032e-05,2.317199800927483e-07,8.128025541509487e-08,1.6632017150186584e-06,2.269989778369564e-07,6.951609066163655e-07,7.2368271375466975e-09,1.1478003216325304e-05,3.238641852476576e-07,3.311563432362164e-07,0.6632276773452759,0.0426400788128376,0.0004317904822528,3.412144451431232e-07,4.6412704790554926e-08,3.9344766378235363e-07,4.478340258629032e-07,3.0267408135387086e-08,7.22811819287017e-06,6.041093456587987e-06,2.8949537878020244e-08
301,1,test,0.1933515071868896,0.048574760556221,0.0095076281577348,0.0076050176285207,0.0040387846529483,0.0026631078217178,0.0008733780123293,8.533744403393939e-05,0.0078744618222117,0.0001688628399278,4.184063300272101e-07,0.2766916751861572,0.0647053942084312,0.0051519959233701,0.0014551585773006,0.0008068266324698,0.0005760397179983,0.0002982647856697,0.0001165446446975,0.0078243892639875,2.9918186555732973e-05,6.660841336270096e-07,0.3932141065597534,0.0548361279070377,0.0020594762172549,0.0019890209659934,0.0012664545793086,0.0003397021209821,3.065176497329958e-05,0.0001528776192571,0.002633546013385,9.473750833421946e-05,3.246181677241111e-06,7.732602534815669e-05,2.0430477434274508e-06,1.974284032257856e-06,1.729966925267945e-07,4.729430358452191e-08,3.82762159745198e-08,2.546672703829245e-07,9.586887950163714e-10,1.9407866602705326e-06,1.853480625868542e-06,1.8282687364035155e-08,0.1402161568403244,0.0065995058976113,0.002364968881011,2.402253812761046e-06,3.885641945089446e-06,1.732437482360183e-07,6.855007654849032e-07,2.1662087235085892e-08,6.048359409760451e-06,3.147122740188024e-08,8.302361607093189e-07,0.0001374717248836,1.5246758948705974e-06,9.20324438880016e-08,7.72122632497485e-08,1.5709932768004364e-06,5.3155698509499416e-08,2.739480748914503e-07,4.9563357862325574e-09,3.0391878681257367e-05,1.15908578663948e-05,1.155266886598838e-06,0.5223545432090759,0.013489730656147,3.774547076318413e-05,2.884574712425092e-07,1.1147700718083797e-07,6.366909133248555e-07,7.538366730841517e-08,2.1155333485012303e-08,1.2356910872313165e-07,1.5251124807491578e-07,2.3533162973876642e-08
302,1,test,0.2496047914028167,0.0591661967337131,0.0184358227998018,0.0107235396280884,0.0074067399837076,0.0054477946832776,0.0019415265414863,0.0001737903512548,0.014369866810739,8.632573735667393e-05,8.026531759242062e-07,0.3798207342624664,0.0775224864482879,0.0047751883976161,0.0008091810159385,0.0007698869449086,0.0012996018631383,0.0004722932062577,0.0007252704817801,0.025013480335474,3.289791493443772e-05,1.7825739178078948e-06,0.2149109244346618,0.133218452334404,0.0011171350488439,0.0089148124679923,0.0019776544068008,0.0022066328674554,0.0001431629643775,0.0016077605541795,0.0709903910756111,3.057581125176512e-05,5.134619186719647e-06,1.2748354492941871e-05,4.34296407547663e-06,2.8126655706728343e-06,1.1866159610463001e-07,2.6046674861390784e-07,1.9929316863454005e-07,9.526129218784265e-08,9.219375263214147e-10,2.917414894909598e-05,2.515592427698721e-07,2.0373995823774752e-08,0.1151009872555732,0.0142692942172288,0.0027116285637021,1.7674651644483674e-06,3.004094651259948e-06,2.317941039109428e-07,1.2161091262896662e-06,1.3453033886889898e-07,7.537142664659768e-06,1.6932913737832678e-08,6.192621526679433e-08,7.41260009817779e-05,8.896558028936852e-06,8.9319144080946e-08,1.7455970890978282e-08,3.859107948755991e-07,6.144502151528286e-08,2.273365282690065e-07,4.22620693996123e-09,3.0119028451736085e-05,1.6110840306282628e-07,2.746720006996384e-08,0.0944753140211105,0.0112285921350121,0.0002625664637889,6.753886339083692e-08,1.3675166599114166e-07,2.29844641097543e-08,1.4741999621037396e-07,1.1327557558615808e-07,3.110366435521428e-07,1.1462976345910648e-07,3.5434035705605993e-09
303,1,test,0.1706153154373169,0.0430927276611328,0.0070464680902659,0.013293357565999,0.0029855964239686,0.0030620153993368,0.0014806480612605,6.470020161941648e-05,0.0003160311898682,2.1203433789196424e-05,3.6520955291052815e-06,0.1276987195014953,0.0238469447940588,0.005266610532999,0.0017667612992227,0.0007733000093139,0.0010655676014721,0.0004474894085433,0.0001815587020246,0.0054815877228975,4.5671073166886345e-05,4.604488367476733e-06,0.0102218436077237,0.0015491393860429,0.001885037170723,0.0050860051997005,0.0015729630831629,0.0004672658396884,0.0002523750590626,0.0004445034137461,0.0152038168162107,0.0001645052834646,1.8570846805232577e-05,7.065965473884717e-05,3.228668674637447e-06,2.581320768513251e-05,2.580365503490612e-07,1.5748339876608952e-07,2.779804617603077e-07,9.239648193215544e-07,2.301564716589155e-09,0.0001527066342532,3.4776242046064e-06,3.95133099573286e-07,0.0364874824881553,0.0005993955419398,0.0006509927334263,2.4011044388316805e-06,7.35002540750429e-05,3.493359827189124e-06,8.56117310377158e-07,2.440264665892755e-07,6.482500793936197e-06,2.605096085517289e-07,8.734337342275469e-08,8.657849684823304e-05,2.754932438620017e-06,1.2816751393529557e-07,1.1033104385660408e-07,4.652949314731814e-07,3.911618051688493e-08,1.6599972241237992e-07,4.752595650359126e-09,0.0004505377728492,3.2975347039609915e-06,2.868456476790016e-07,0.7077953815460205,0.0178910158574581,3.924272823496722e-05,4.56530635517538e-08,2.1715719000781064e-08,8.533509543440233e-08,1.2574766117268157e-07,9.233890096993493e-09,1.074939518730389e-06,8.317809374602803e-07,6.561577947650221e-08
304,1,test,0.3194828331470489,0.0807604268193245,0.0233638118952512,0.0074172117747366,0.0042074057273566,0.0047493833117187,0.0013270317576825,0.0001071059814421,0.020630694925785,0.000243028596742,3.061398729187204e-06,0.3132873773574829,0.0370056182146072,0.0124167315661907,0.0006286902935244,0.0006780332769267,0.0006148800021037,0.0003549243556335,4.893355071544647e-05,0.0355613082647323,0.0001782109902705,8.291465746879112e-06,0.366856187582016,0.033806674182415,0.0018879779381677,0.0088066020980477,0.000528723176103,0.0007707339827902,5.249391688266769e-05,0.0004900674684904,0.006659694481641,0.0001040326169459,1.4532082786899991e-05,6.643373490078375e-05,1.128304347730591e-06,5.2555083129846025e-06,7.065416411933256e-07,8.339632273646205e-08,5.0967823739256346e-08,1.1961726897879998e-07,1.5248210472051935e-09,1.2359951142570935e-06,1.719969873192895e-07,5.5540687604604955e-09,0.1415698230266571,0.0007701562717556,0.0002824764233082,1.6937305247211048e-07,1.1853014257212637e-05,2.457444736592152e-07,1.192825322959834e-07,2.225389295062996e-08,9.209258678311016e-06,5.374618083919813e-08,1.2373504887364106e-07,0.0001538758951937,2.5155591174552683e-06,2.0316119275776146e-07,4.5481566957050745e-08,6.312810910458211e-06,7.877873713368899e-07,1.500940470577916e-06,2.004168164759789e-09,1.0680662853701506e-05,7.978815119713545e-06,5.22837915184482e-08,0.8317006230354309,0.0203965455293655,0.0001415744773112,1.4978340345805918e-07,7.03116924682945e-08,2.967219359106821e-07,1.2525332238055853e-07,6.3203917655130234e-09,1.0628014024405277e-06,4.8656339401986783e-08,8.274571250410645e-09
305,1,test,0.3215319514274597,0.055723387748003,0.0127572175115346,0.0039376229979097,0.0029607661999762,0.0027092220261693,0.0009071819367818,6.796931847929955e-05,0.0186159312725067,0.0001291605440201,6.046059297659667e-07,0.2795854210853576,0.0685235187411308,0.0179238058626651,0.0011201481102034,0.0010367612121626,0.0005506344605237,0.0005662514013238,0.0001673948427196,0.0462677739560604,7.404936332022771e-05,3.361709559612791e-06,0.3824307322502136,0.0881201848387718,0.0009553043637424,0.0105411102995276,0.0004887558170594,0.0018342718249186,6.086226494517177e-05,0.0010173172922804,0.0209133513271808,0.0001783680927474,9.586291525920387e-06,5.799569407827221e-05,2.9572145194833865e-06,1.4985612324380782e-05,4.023271173991816e-07,5.101688884678879e-07,6.357140023283137e-07,2.7182018413896003e-08,7.57384466254507e-09,3.1643045076634735e-05,5.577544470725115e-07,3.876862564311524e-08,0.1777117103338241,0.0048737535253167,0.0011858750367537,2.190852910644025e-06,4.000908666057512e-05,7.208835768324207e-07,2.8824595119658625e-06,1.475043859500147e-06,0.000103944010334,8.625573286735744e-07,1.052723177963344e-06,0.0001561423268867,6.273726739891572e-06,1.2611678812390892e-07,4.358263083759084e-08,2.997426781803369e-05,8.774700859248696e-07,3.2967902825475903e-06,8.574533083560711e-09,0.0002137168048648,3.4898290323326364e-05,4.325864665588597e-06,0.5063937902450562,0.0070149558596313,0.0003632720909081,2.536818044518441e-07,2.128950313817768e-07,3.5228313208790496e-06,8.004197411537461e-07,2.510249146325805e-07,3.143134745187126e-05,3.813853197698336e-07,2.871783806313033e-07
306,1,test,0.0429437905550003,0.0250580441206693,0.0092740543186664,0.0052562444470822,0.0095002586022019,0.0059402473270893,0.0003432609664741,3.9122118323575705e-05,0.0166232846677303,0.0002171889645978,5.124397830513772e-07,0.0018308721482753,0.0009117822628468,0.0181294549256563,0.00253227353096,0.0022336326073855,4.081047518411651e-05,0.0011337730102241,4.656113378587179e-05,0.0021314499899744,0.0001640859263716,2.227494405815378e-06,0.0027427985332906,0.0010454563889652,4.510196959017776e-05,0.0073791895993053,0.0022734273225069,0.0029496243223547,5.99796294409316e-05,0.0012229211861267,0.0042163874022662,9.239170321961863e-05,5.064407559984829e-06,1.0211726930720033e-07,1.4303886963773492e-08,1.571500661157188e-06,3.7820937492938356e-09,6.217146051312739e-07,9.119850119532202e-07,1.6097316120067262e-06,2.6880773162929472e-09,1.0952358024951536e-06,2.385561117534962e-07,3.123570380125784e-08,0.0072373701259493,0.0030082045122981,0.0050006117671728,2.1782123440061696e-05,5.133291779202409e-05,2.3543894656086203e-07,5.097384473629063e-06,2.559119138823007e-07,8.251977305917535e-06,3.541055946243432e-07,1.1677836937451502e-06,1.0511809023228125e-06,1.3376505592077592e-07,1.1739801266230644e-05,7.170670812683967e-08,7.324976650124881e-06,7.193496003310429e-07,2.0598245100700296e-06,7.856596084820924e-08,1.360088663204806e-05,1.896171124826651e-05,8.76565763974213e-07,0.015824319794774,0.0043803970329463,0.0015026628971099,2.251437763334252e-05,1.171734083982301e-06,1.2285529919608962e-05,1.174101544165751e-05,4.272752903489163e-06,2.9489929147530347e-06,1.908025382135748e-07,4.423834809585969e-08
307,1,test,0.0520251020789146,0.0098588457331061,0.0275751613080501,0.0055215312168002,0.0047263349406421,0.0023730117827653,0.0026093660853803,0.0014837619382888,0.0575176924467086,0.0010444151703268,7.505634584958898e-06,0.0615783892571926,0.0046646976843476,0.0160192567855119,0.0024906757753342,0.000681796867866,0.0007936916663311,0.000413801142713,0.0001811592810554,0.0558723621070385,0.0001539523073006,2.065286935248878e-06,0.0180397666990757,0.0032443117816001,0.0011588078923523,0.0095941964536905,0.0011801243526861,0.0003665853582788,0.0001667389151407,0.0001586399012012,0.0333296656608581,0.0001476746692787,1.2811819942726288e-06,1.7543876310810447e-05,7.77753427882999e-07,4.5584470171888825e-06,2.6353887960794964e-07,2.097297482350769e-07,3.1730522209727496e-07,4.403641469252762e-07,2.33339036981306e-08,5.227418000686157e-07,1.3829123624020669e-08,1.2111835978600991e-09,0.0231411810964345,0.0017017009668052,0.0011097536189481,3.894632300216472e-06,3.1986928661353886e-05,3.4763974809948195e-08,3.041322543140268e-06,2.020700122784547e-07,7.638860552106053e-06,3.8534135882173366e-08,1.7349492509310952e-08,2.457067603245377e-05,2.2486924535769504e-06,1.3118108199705605e-06,2.7730476404030924e-07,5.597888957709074e-06,4.931362127535976e-07,1.2463402754292474e-06,7.038642735324174e-08,2.8219683372299187e-06,7.538644553051199e-08,1.1888892537115224e-08,0.1086343303322792,0.0250453222543001,0.0002526186290197,1.767222954640602e-07,1.1577623837411013e-07,2.1167356578644106e-07,2.365022169215081e-07,3.202748999342475e-08,2.575967528173351e-07,5.343008258051896e-09,9.37934174771726e-10
308,1,test,0.0680838152766227,0.0112160546705126,0.0131389461457729,0.0036497002001851,0.0134551199153065,0.0076792435720562,0.0006382462452165,0.0007610092870891,0.0033488494809716,0.0001311423256993,4.871517376159318e-07,0.0472277663648128,0.00467174872756,0.0032940560486167,0.0025032304693013,0.0011385369580239,0.0002343089727219,0.0003532304544933,0.0002505219599697,0.0011092801578342,1.6577540009166114e-05,6.552911600010702e-07,0.017849838361144,0.0063172187656164,0.0001349172671325,0.0007301607402041,0.0010873662540689,0.0002398512879153,0.0004818982561118,8.341583452420309e-05,0.0025778778363019,1.2731406059174333e-05,1.2111293301586556e-07,2.018723535002209e-07,1.0932751592918066e-08,1.616955280780985e-08,3.589859520758409e-10,3.355002053950784e-09,2.923155273393263e-09,9.037248815957356e-08,5.427859495199527e-09,1.515607345936587e-05,6.874711289128754e-07,3.5116926255795995e-08,0.0751357823610305,0.0128998020663857,0.0003447004419285,3.854718670481816e-06,8.777407742854848e-07,2.6700522681721853e-08,2.2752266204406626e-07,2.3035660490222654e-07,2.941519778687507e-05,3.351458701672527e-07,2.5996138575123957e-08,4.330458523327252e-06,5.641649067911203e-07,3.978597362674918e-07,1.7206245317424873e-08,2.587984795354714e-07,3.8691979398208793e-08,1.0734343192098097e-07,9.942647594129994e-09,1.7710566680761985e-05,4.131120476813521e-07,4.364381709365262e-07,0.0415697321295738,0.0115547757595777,0.000253239471931,6.669671392955934e-07,9.036026149544796e-09,4.609276516021056e-08,3.727954833721015e-07,3.847024387937381e-08,4.010084012406878e-06,1.256702830687573e-07,2.9923299393885834e-08
309,0,test,0.1706667989492416,0.030156098306179,0.1019067838788032,0.0192550346255302,0.0119052901864051,0.0086797885596752,0.0032082283869385,0.0005595214897766,0.0121366679668426,0.0010311986552551,3.927831130567938e-06,0.0789045244455337,0.0093674277886748,0.0344413258135318,0.002908318536356,0.0008398249046877,0.0027762290555983,0.0007525765686295,0.0007482265937142,0.0092010563239455,0.0009486689232289,7.074265340634156e-06,0.0499443039298057,0.0097138360142707,0.0030213363934308,0.0219917315989732,0.0021860944107174,0.0006515135173685,0.0003446874616201,0.0004520630463957,0.020621720701456,0.0046818475238978,4.0629078284837306e-05,4.020600317744538e-05,7.705447728767467e-07,0.0002207095531048,1.5717508858870133e-06,1.1336908301018411e-06,1.6226367733906957e-06,3.257414618929033e-06,1.0330856525797573e-07,2.2007847292115912e-05,5.832244369230466e-06,1.723058744573791e-07,0.0496175736188888,0.0012933737598359,0.0005748207331635,5.180700554774376e-06,0.0003273256297688,8.764057383814361e-06,1.100467397918692e-05,7.65774711908307e-06,6.292304533417337e-06,2.212280833191471e-06,3.0733933726878604e-06,5.408478318713605e-05,8.538767133359215e-07,5.561097623285605e-06,1.926134700624971e-07,0.0005276064621284,1.8016883132077053e-06,6.056489382899599e-06,8.657823968860613e-08,5.876750037714373e-06,1.373429586237762e-05,1.545141401493311e-07,0.1938834935426712,0.0347105115652084,0.0039661200717091,1.309483741351869e-05,2.5887875381158665e-05,0.0001806928194127,3.224109605071135e-05,2.0392453734530136e-06,6.781440333725186e-06,1.7136160295194711e-06,1.370556219626451e-07
310,0,test,0.1287592351436615,0.0669818520545959,0.1071389317512512,0.0189797561615705,0.046369019895792,0.0218196976929903,0.0025189213920384,0.0008099016849882,0.0320365130901336,0.0003212295123375,5.018632123210409e-07,0.0005861376994289,0.0001612919731996,0.0002380826044827,0.000474821368698,0.0001639989204704,8.733946742722765e-05,0.000206334341783,8.02509966888465e-05,0.0193847734481096,0.0020047824364155,1.4119464140094353e-05,0.0006858138367533,0.0003304735291749,6.735532224411145e-05,0.0002119019918609,0.000351745984517,6.894379475852475e-05,3.9899477997096255e-05,8.545585296815261e-05,0.0417784079909324,0.0006641662330366,1.2472691196308006e-05,1.0430642760184128e-05,2.5715709739415615e-07,2.223390038125217e-05,2.1410596673376858e-07,3.780202462166926e-07,7.237394470394065e-07,8.115645755424339e-07,1.451710418542973e-09,1.700738721410744e-05,2.7747782951337285e-06,1.873269184216042e-07,0.0458716973662376,0.0067368820309638,0.0018555124988779,1.891860733849171e-06,1.040104871208314e-05,9.324785992248508e-07,2.492074600013438e-06,1.7324164502952044e-07,4.500475370150525e-06,6.001609165195987e-08,1.3648758567796906e-07,1.401975850967574e-06,4.5687684746553714e-08,1.521754938949016e-06,4.955282850716003e-09,1.2119357052142732e-05,1.444592641064446e-07,5.803980229757144e-07,4.161321509599247e-09,1.708068339212332e-05,0.0003316984511911,2.3420920115313493e-05,0.0715408697724342,0.0136549603193998,0.0145445046946406,8.735473215892853e-07,1.4807136494709996e-07,9.327360203315038e-06,5.421292826213176e-06,1.7812768149383373e-08,4.04750295501799e-08,2.9769937626156213e-08,3.859545572026946e-09
