uid,stance,set,distilbert-base-uncased_but,distilbert-base-uncased_while,distilbert-base-uncased_although,distilbert-base-uncased_though,distilbert-base-uncased_yet,distilbert-base-uncased_still,bert-base-uncased_but,bert-base-uncased_while,bert-base-uncased_although,bert-base-uncased_though,bert-base-uncased_yet,bert-base-uncased_still,bert-large-uncased_but,bert-large-uncased_while,bert-large-uncased_although,bert-large-uncased_though,bert-large-uncased_yet,bert-large-uncased_still,roberta-base_but,roberta-base_although,roberta-base_though,roberta-base_while,roberta-base_yet,roberta-base_still,xlm-roberta-base_although,xlm-roberta-base_while,xlm-roberta-base_but,xlm-roberta-base_though,xlm-roberta-base_still,xlm-roberta-base_yet,roberta-large_while,roberta-large_but,roberta-large_although,roberta-large_though,roberta-large_yet,roberta-large_still,xlm-roberta-large_although,xlm-roberta-large_while,xlm-roberta-large_but,xlm-roberta-large_though,xlm-roberta-large_yet,xlm-roberta-large_still
28,0,test,0.0012056356063112,0.0020136781968176,0.0003853328817058,0.0002180782903451,1.478257036069408e-05,2.2320471089187777e-06,0.0036535474937409,0.0004348207730799,0.0001298230345128,0.0001078625864465,7.658379672648152e-07,7.881595820435906e-08,0.0003317373921163,0.0002734956215135,9.41062971833162e-05,2.7306661650072783e-05,2.131857172571472e-06,1.277364987117835e-07,5.388297267927555e-06,1.3738774669036502e-06,1.5873042968905793e-07,2.348856469325256e-07,4.540615918813273e-06,6.772750111849746e-07,0.0001657918037381,4.79145091958344e-06,6.709511126246071e-06,1.0967860362143256e-06,3.023293686510442e-07,1.2485867273426265e-07,5.746255737903994e-07,8.113761396089103e-06,2.725369313338888e-06,1.6948689562923391e-06,1.0033774060502765e-06,1.2734730603369826e-07,0.0034451673272997,4.09641597798327e-06,6.638089871557895e-06,2.277365183545044e-06,3.08090704947972e-07,5.208829634284484e-07
29,0,test,0.0036581130698323,0.0084630437195301,0.0023935018107295,0.0010684931185096,0.0001848456595325,8.810393410385586e-07,0.0002172380045522,0.0001310614461544,4.02546429540962e-05,1.9740688003366813e-05,3.118944732705131e-05,9.806331036088525e-07,0.0004834073770325,0.0006018010317347,0.0001994144986383,2.7037691324949265e-05,0.0001161501058959,2.084524112433428e-06,1.4108627510722729e-06,1.8583541532279924e-06,4.3602076971183124e-07,1.2138816600781863e-06,2.4728817606956e-06,2.0089601093786769e-07,0.0014404659159481,5.436004812509054e-06,8.54244990478037e-06,1.602772044861922e-06,1.3126699514032223e-06,3.252646820328664e-06,1.4615292457165197e-05,1.9890507246600464e-05,1.280534252146026e-05,9.770335964276455e-06,3.076421489822678e-05,2.226147671535728e-06,0.0601988434791564,0.0001221520360559,3.529531750245951e-05,1.6040656191762537e-05,9.853660003500408e-07,1.45683145547082e-07
30,0,test,0.0134035451337695,0.0241249799728393,0.0058097853325307,0.0021120950113981,7.945788092911243e-05,6.51799112461049e-08,0.0056956917978823,0.0007931377040222,0.0002976699906866,9.359288378618658e-05,7.349488441832364e-06,1.0270932904177245e-07,0.0003496319113764,0.0005552083021029,0.0002050954935839,3.061400639126077e-05,4.399459430715069e-05,4.604512184869236e-07,4.52916850690599e-07,1.3668969245372864e-07,3.4738079079943425e-08,2.2583309089441175e-07,2.204777274528169e-06,4.169114831142906e-08,0.0003805767628364,3.968222245021025e-06,4.076032382727135e-06,4.863949811806378e-07,6.623290573770646e-07,1.9610261006164365e-06,3.117340611424879e-06,1.823393176891841e-05,4.726796305476455e-06,4.2729279812192544e-06,6.648263024544576e-06,1.0572176023515568e-07,0.000739814073313,2.1288626612658845e-06,1.76194282630604e-06,1.0761709745565895e-06,3.38991895887375e-07,3.1582196413637575e-08
31,1,test,0.0067928237840533,0.0272381007671356,0.0014292562846094,0.0010076550533995,7.370502135017887e-05,2.162740742051028e-07,0.0016351218800991,0.0007510260329581,0.0001738448772812,5.5681608500890434e-05,4.25103644374758e-06,2.652371335898352e-07,0.0002837000938598,0.0002766749239526,5.788455746369437e-05,1.860455631685909e-05,1.7303913409705274e-05,9.99932922240987e-07,3.238178294395766e-07,2.287944056433844e-08,5.94522386876406e-09,7.365007803628032e-08,1.6330060361724463e-06,3.5945237897294646e-08,0.0001319446018896,1.1441826245572884e-05,6.4123605625354685e-06,4.23997505549778e-07,5.843715484843415e-07,7.386528295683092e-07,9.762474064700657e-07,5.399727456278924e-07,8.594734879352472e-08,9.549609103487457e-08,4.454082329630183e-07,1.3262819287263028e-08,3.7490448448807e-05,3.9418569031113293e-07,8.12093290392113e-08,8.116844441019566e-08,1.177632270810136e-06,7.287881942374953e-08
32,1,test,0.0029113383498042,0.0132261207327246,0.0025137152988463,0.0014327479293569,7.656795060029253e-05,1.1378899245073629e-07,0.0022532027214765,0.0064590782858431,0.0004464220546651,0.0002325077366549,5.515060820471263e-06,1.585613915722206e-07,0.0009367335005663,0.0022509826812893,0.0004432236019056,0.0001248006446985,9.333561138191726e-06,1.8540470136940717e-07,3.46416271668204e-07,2.726364414229465e-07,9.163635894537948e-08,3.0423845487348444e-07,6.807122190366499e-06,6.12369603913976e-08,0.0003819210105575,3.875740731018595e-06,5.291024081088835e-07,1.423723006155342e-07,7.503780921069847e-07,8.818002470434294e-07,2.030618134085671e-06,1.1683121101668803e-06,4.374882678348513e-07,6.473036933130061e-07,7.775041694912943e-07,3.5020786270933975e-08,0.0003685907286126,2.0455986486922484e-06,9.951816082320877e-08,3.108129362772161e-07,7.354493618549895e-07,3.1658547783308684e-08
33,1,test,0.0041015166789293,0.0070206066593527,0.00073107262142,0.000338245939929,1.851779597927816e-05,9.673023981804364e-08,0.0027180353645235,0.0026909783482551,0.0001740906591294,9.573484567226842e-05,1.0048890999314608e-06,4.0060736949953935e-08,7.511030707973987e-05,0.0006215957691892,6.127086089691147e-05,1.6226804291363806e-05,1.4170472013574908e-06,4.8146457487519e-08,4.722019752989581e-08,1.3061455028662294e-08,2.73675926365513e-09,1.3271319154739558e-08,8.513805482834869e-07,7.749904966658505e-07,0.0006939683808013,9.701245289761571e-06,2.523953071431606e-06,4.067704253429838e-07,5.405288447946077e-07,4.730501927951991e-07,2.8370655513754173e-07,1.9650343574539875e-08,1.14375282578294e-08,1.0433153896372005e-08,1.1430169024606585e-06,2.913532739512448e-07,0.0002593005192466,9.74037902778946e-06,6.429453378586913e-07,7.806155508660595e-07,5.608156357084226e-07,5.366733830669546e-07
34,1,test,0.004891462624073,0.0174337550997734,0.0005720796179957,0.000410990556702,8.06369207566604e-05,5.3663260501934935e-08,0.0041905785910785,0.0038098655641078,0.000193052488612,8.933000935940072e-05,5.749599040427711e-06,8.959978714528918e-08,0.0001327367062913,0.0001733410026645,4.252516737324186e-05,1.3457719433063176e-05,1.610754225112032e-05,2.832844927525003e-07,5.2849891574169305e-08,1.1463211713191868e-08,3.168040274559303e-09,1.7919333572535834e-08,1.1915451523236698e-06,2.56155402666991e-07,7.893906877143309e-05,1.0774590919027103e-05,6.458490133809391e-06,2.893729913466814e-07,2.56721546065819e-06,1.1213237485208083e-06,4.672988609399909e-07,1.1329337468168889e-07,3.349878241465376e-08,3.2976537056583766e-08,3.07935323462516e-07,1.2183579656266377e-07,6.154974835226312e-05,4.764544598856446e-07,5.477431486156094e-08,5.389550850054548e-08,1.420517605765781e-07,1.0469885580732809e-07
35,1,test,0.0030807757284492,0.0295722987502813,0.0042185778729617,0.0016893134452402,0.0001601794210728,2.39702330873115e-07,0.0029526553116738,0.0029787279199808,0.0008173901005648,0.0003706850111484,1.1166820286234724e-06,1.8673832258286893e-08,0.0002100997371599,0.0007872777059674,0.0001952047168742,8.212744432967156e-05,2.294775185873732e-05,2.370289422515271e-07,8.517618255154957e-08,2.3163211793075792e-08,9.019363922391221e-09,9.885472707082957e-08,3.619309154601069e-06,7.396114369839779e-07,0.0008162718731909,4.8956067075778265e-06,1.211049720950541e-06,3.192783992744808e-07,2.924649606939056e-07,4.716831085715967e-07,2.110865437998655e-07,1.6392023738376338e-08,3.085016331283441e-08,1.3586200608983745e-08,1.0389564977231205e-06,2.8949544983447595e-08,6.096367724239826e-05,2.3229388546042173e-07,2.3335420706871452e-08,8.090361802715051e-08,4.900196870494256e-08,1.444721533516713e-07
36,0,test,0.000584406137932,0.0046241665259003,0.0004179179959464,0.0002056050579994,4.300618911656784e-06,3.928456493440535e-08,0.00061710603768,0.0003158446925226,0.0001099821893149,3.7571851862594485e-05,1.7278145492127805e-07,4.0083740771024174e-08,0.000538786582183,0.0007001474732533,0.0001994713238673,7.422267663059756e-05,1.499541781413427e-06,1.1468141281056889e-07,8.099984825093998e-07,1.2116888115087934e-07,3.0871685652300584e-08,2.1076978384826361e-07,7.345116159740428e-08,3.839329565380467e-08,0.0015273782191798,3.458591891103424e-06,4.543840077531058e-06,9.523898825136712e-07,2.21146905232672e-07,3.493956768352291e-08,1.033973944686295e-06,3.4363480949650693e-07,1.511261586983892e-07,1.1356583229371608e-07,7.346945949393557e-07,7.012507552417446e-08,0.0002395236951997,5.58504041237029e-07,1.645822464979574e-07,3.747845482848789e-07,3.016686491719156e-07,1.2440160617188667e-06
37,0,test,0.0042198938317596,0.0064195743761956,0.0014396912883967,0.0007579152006655,0.001443377463147,2.411374566690938e-07,0.0023632608354091,0.0025924185756593,0.0002730527776293,0.0002775946049951,3.072464824072085e-05,3.629062632626301e-07,0.0003775068034883,0.0032028323039412,0.0001146404174505,9.26917782635428e-05,0.0001637730456423,1.829661869123811e-06,1.784623719913725e-07,1.7781671246552833e-08,4.7575667849741884e-09,1.6826240312184384e-07,1.4764477782591712e-06,6.390235967046465e-07,0.0019915937446057,8.682847692398354e-06,4.774316039402038e-06,1.0850460512301652e-06,7.817556024747319e-07,2.141625373042189e-06,7.819614324944268e-07,1.2434645668690794e-07,1.763494452688974e-07,1.2483361899739978e-07,3.8819125620648265e-05,3.286624519205361e-07,0.0007795856217853,2.377136752329534e-06,3.790011078308453e-07,3.53610317915809e-07,4.807093773706583e-06,2.040589350826849e-07
38,1,test,0.0108739454299211,0.0380711257457733,0.0033380617387592,0.0018305274425074,0.0002530206693336,1.8693253878154797e-07,0.0072929495945572,0.0026621213182806,0.0008580558933317,0.0004355512792244,1.3671153283212334e-05,2.839449848579534e-07,0.001862080884166,0.0038095319177955,0.0011164842871949,0.0006074125994928,2.155695983674377e-05,4.025484656722256e-07,9.973406633889681e-08,1.2905950086405936e-08,5.246718615126156e-09,1.1910717745422517e-08,8.011289764908724e-07,1.0744219025582424e-06,0.0003647073754109,7.3089472607534844e-06,7.868623470130842e-06,1.3777760159428e-06,1.2955993042851333e-06,1.0166444326387136e-06,8.834971367832622e-07,1.3312327951098268e-07,1.394944320054492e-07,8.747939261866122e-08,5.555388611355738e-07,5.472346487067625e-08,0.0001032469954225,2.2305307538772468e-06,2.779965768695547e-07,1.74926725549085e-07,1.928342072687883e-07,2.087916044501981e-07
39,0,test,0.0588060058653354,0.0103020267561078,0.0152724683284759,0.0058989343233406,0.00032470349106,1.8788183808737813e-07,0.0100709842517972,0.0022482732310891,0.0017156433314085,0.0003308689338155,1.0888375982176512e-05,7.390405443175041e-08,0.0023330026306211,0.0023951928596943,0.0014399238862097,0.0002476866939105,2.809198667819146e-05,1.1715526397892972e-06,4.778627408086322e-05,1.1819892279163469e-05,3.900534920830978e-06,4.988903128833044e-06,5.170288204681128e-05,6.034783837094437e-07,0.0046402835287153,3.649414429673925e-05,3.351945633767173e-05,4.622079813998425e-06,6.276639510360837e-07,2.8285110147407977e-06,1.6055351807153784e-05,5.502381100086495e-05,2.1365434804465625e-05,1.3279315680847503e-05,1.4107045899436343e-05,2.938554644060787e-07,0.0019953567534685,1.0143955478270072e-05,4.37424063193248e-07,8.647998015476333e-07,1.013497012536391e-06,5.6806690906796575e-08
40,1,test,0.0046899020671844,0.0191585086286067,0.0009322853293269,0.0006804791046306,1.0664827641448936e-05,1.628317036761473e-08,0.0003627838450483,0.0006870093056932,5.006574065191671e-05,1.644496660446748e-05,6.987569918237568e-07,1.7288892095734812e-08,3.512210969347507e-05,0.000223649709369,1.789856469258666e-05,2.639053946040804e-06,1.3373901310842484e-06,1.7783763794909646e-08,1.527838406900628e-07,1.188674403351797e-08,2.0147685741989108e-09,6.395454477114981e-08,1.0054651511381962e-06,4.900885919312259e-09,0.0002938229008577,1.2422506188158875e-05,4.772160082211485e-06,6.599175321753137e-07,5.009118240195676e-07,1.7015714774970547e-06,2.157108554001752e-07,4.370980661860813e-07,1.1277669642595357e-07,8.68165983547442e-08,7.256744538608474e-08,1.5970352151839506e-08,4.416270894580521e-05,3.6329433328319283e-07,1.7099905846862384e-07,1.0805159433857625e-07,1.4786087376705837e-06,1.5928273455756425e-07
41,1,test,0.0054067685268819,0.0568599253892898,0.0028170838486403,0.0017466158606112,0.0002916809753514,1.939027640673885e-07,0.0044859410263597,0.0070889513008296,0.0002914891520049,0.000143420373206,3.821587597485632e-05,5.918911369917623e-07,0.0001213475698023,0.0005149793578311,7.408312376355752e-05,1.752828393364325e-05,2.9333603379200213e-05,6.030970212123066e-07,1.199109505023444e-07,1.98451068911254e-08,5.6384275026744035e-09,7.856606032419222e-08,1.0655857067831676e-06,4.338196220032842e-07,0.0003729517047759,1.050209812092362e-05,3.4509598663134966e-06,4.234642574374448e-07,8.249232763546389e-08,1.5388810652439131e-06,8.385102887586982e-07,2.1727078092226293e-06,3.491659299470484e-07,4.660412287194049e-07,1.2870141290477477e-06,1.6339033948042925e-07,0.0001068017882062,1.5683971241742256e-06,1.2031459561967497e-07,6.610021330288873e-08,7.556667469543754e-07,1.354990786239796e-07
42,0,test,0.0050078374333679,0.0089097656309604,0.0016287772450596,0.0010526028927415,0.0003412258229218,1.1663474452916489e-07,0.0016753356903791,0.0008763434598222,0.0002655108692124,8.542386058252305e-05,5.100962516735308e-05,1.4381834034793428e-07,0.0009102267213165,0.0009207273251377,0.0009653576416894,0.0002700169279705,6.745186692569405e-05,9.246952572539158e-07,4.544618263935263e-07,1.759304666393291e-07,5.793321733449376e-08,3.4709779583863565e-07,2.8121676223236136e-05,2.409339288078627e-07,0.0038545604329556,1.2517971299530473e-05,3.4883378248196095e-05,3.811188662439236e-06,4.818927550331864e-07,1.55623376940639e-06,4.917533260595519e-06,1.7064772691810504e-05,1.7380712961312383e-05,1.1346015526214616e-05,3.055560591747053e-05,9.840572374741896e-07,0.002258971799165,3.229484491384937e-06,2.495017668024957e-07,8.147524113155669e-07,1.1305478437861891e-06,6.843217192908924e-07
43,1,test,0.0260141659528017,0.0062711718492209,0.0073398263193666,0.003101794514805,4.192225605947897e-05,4.310591634748562e-07,0.0009177742176689,0.0005740997730754,0.0004017979081254,6.564817886101082e-05,1.2402789479892815e-06,1.345408264796788e-07,0.0009041770244948,0.0014102291315793,0.0005864702397957,0.0001723315945127,4.12637973568053e-06,4.796199846168747e-07,7.939414814472914e-08,3.9080415348280446e-08,1.0889728230267792e-08,8.580768096067004e-09,3.2583011488895863e-06,8.335600796272047e-07,0.0049881590530276,1.4664180525869597e-05,3.438191242821631e-06,3.1915585623210063e-06,2.383476953582431e-07,2.356778026069151e-07,4.002091316124279e-07,1.891528711439605e-07,1.015719703900686e-07,1.5372683037639945e-07,6.537961212416121e-07,5.09046529373336e-08,0.0004704592865891,5.238945959717967e-06,3.419282279537583e-07,5.021357765144785e-07,7.76657316237106e-07,1.2993060849453286e-08
44,0,test,0.0071916650049388,0.0111729148775339,0.0031226372811943,0.001138929859735,0.0006860434659756,3.740356362413877e-07,0.0173691064119339,0.0052347388118505,0.0014166634064167,0.0007794291595928,4.087663910468109e-05,7.908990369287494e-07,0.0162784568965435,0.0039697685278952,0.0031935425940901,0.0015406407183036,5.943715677858563e-06,2.664807254859625e-07,5.034451078245184e-06,2.133278712790343e-06,4.871292844654818e-07,9.901384601107566e-07,2.8745753297698684e-06,1.7240206489077536e-06,0.0113670583814382,1.2965286259714048e-05,2.4217355530709028e-05,8.40333268570248e-06,8.825812756185769e-07,2.7731014142773347e-06,1.1782502724599908e-06,2.00035374291474e-05,1.129479096562136e-05,7.511535386584001e-06,2.133428097295109e-06,2.495799265034293e-07,0.0446034707129001,9.140993824985344e-06,1.2500216143962462e-05,1.0423465027997736e-05,5.873306463399786e-07,8.992485334147204e-08
45,0,test,0.0223155338317155,0.0109577197581529,0.0105089219287037,0.0037678517401218,0.0002004600100917,1.1952920431212988e-05,0.000237117317738,8.631880336906761e-05,9.371015039505436e-05,1.459266059100628e-05,9.19617320960242e-07,1.3630476303205796e-07,0.0006842462462373,0.0007078947382979,0.0011279442114755,0.0002198802540078,2.860171434804215e-06,7.907160011200176e-07,1.3084038528177189e-06,8.7238396417888e-07,2.282642128648149e-07,2.024630276764583e-07,3.1806318929739064e-06,5.09058850184374e-07,0.0118902595713734,1.703763882687781e-05,1.1772490324801764e-05,2.29737488552928e-05,1.0859648114092125e-07,9.923687684931792e-07,4.705585524789058e-06,8.86818907019915e-06,6.98045187164098e-06,5.053115728514968e-06,6.506492354674265e-06,1.1051831450004101e-07,0.0105439694598317,1.1246266694797669e-05,1.7477187839176622e-06,4.5934853005746845e-06,4.588005424466246e-07,1.4999989161879057e-07
46,0,test,0.0705102458596229,0.0026219054125249,0.013380984775722,0.0066402121447026,0.0004952262970618,1.9783985294452577e-07,0.0293104667216539,0.0015902733430266,0.0029793893918395,0.0014851058367639,0.0001825546787586,1.1047523003071549e-06,0.0092677576467394,0.0016578787472099,0.0036138710565865,0.001174270757474,0.0001280856376979,2.880308556996169e-06,2.509684236429166e-05,3.2801904126245063e-06,1.4683677136417828e-06,4.77673097520892e-07,1.2759891205860183e-06,1.0608234290998553e-08,0.0137058356776833,6.826122444181237e-06,8.836662163957953e-05,1.5160020666371564e-05,7.04073215729295e-07,5.89108640269842e-06,5.49230844626436e-06,0.0011451464379206,5.108901314088144e-05,0.0001009843908832,3.664346195364488e-06,7.541698323620949e-07,0.0100295590236783,2.6904810965788784e-06,1.1608760360104498e-05,5.771777068730444e-06,1.4768256733077578e-06,3.0882336687909635e-08
47,0,test,0.0148962270468473,0.0018954770639538,0.00694509036839,0.0025046523660421,0.0001462198852095,8.924651240249659e-08,0.0043595959432423,0.0007066410034894,0.0009745072457008,0.0003937913279514,1.8658322005649097e-05,1.0496017210925856e-07,0.0020638622809201,0.0008957196841947,0.0008779896306805,0.0002775595057755,2.967800537589937e-05,4.2970702907041414e-07,6.499584515040624e-07,9.96665647789996e-08,2.5148802151875322e-08,2.4187778535633697e-07,8.13518727227347e-06,3.1310385395499913e-08,0.0011001593666151,3.2630714486003853e-06,5.2899863476341125e-06,7.179456247285998e-07,1.329303529473691e-07,4.371923125745525e-07,5.695174536413106e-07,3.674867684821948e-06,9.173292596642568e-07,7.850105134821206e-07,5.35157460035407e-06,1.557140762997733e-07,0.0014786380343139,2.0771444724232424e-06,5.719097089240677e-07,7.014646712377726e-07,2.648437885000021e-06,5.562850446949597e-08
48,1,test,0.0091703068464994,0.0123084271326661,0.0024065119214355,0.0010319793364033,2.362281338719185e-05,3.5188438829436564e-08,0.012934761121869,0.0020301202312111,0.000735159846954,0.0003460723964963,2.111677758875885e-06,6.504629368464522e-08,0.0001432063436368,0.0001346658536931,0.0001027261241688,3.912968168151565e-05,1.8854832433135016e-06,5.983675066545402e-08,1.7182942713134253e-07,3.2977123254340774e-08,1.0040568376723512e-08,1.5640257089444276e-08,1.3234061668754293e-07,7.19797981219017e-08,0.0006629951531067,1.886728568933904e-06,1.8406478830002007e-06,4.3209544742239814e-07,4.520342429259472e-07,8.419345363108732e-07,1.3491293771039636e-07,6.573726807346247e-08,3.9509956195615814e-08,3.879812382479032e-08,2.1156049001547217e-07,3.287830097065125e-08,0.0001598821691004,3.350620318087749e-06,2.672222478850017e-07,1.944396643693836e-07,7.681558145122835e-08,9.639649078962977e-08
